moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Information Technologies in Foreign Language Education","Morozova, Anna L.; Byzina, Yulia N.; Trostina, Kira, V; Godina, Dzhamilya Kh","","","","EUROPEAN JOURNAL OF CONTEMPORARY EDUCATION","DEC 2020","2020","9","4","","","","827","838","","10.13187/ejced.2020.4.827","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Definition and Validation of the Subset of SCORM Requirements for the Enhanced Reusability of Learning Content in Learning Management Systems","Petrovica, Sintija; Anohina-Naumeca, Alla; Kikans, Andris","","","","APPLIED COMPUTER SYSTEMS","DEC 2020","2020","25","2","","","","134","144","","10.2478/acss-2020-0015","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Virtual Learning Environments and the Production of Identity in Initial Teachers' Educacion","Prata, Danilo; Barbato, Silviane; Gonzalez, Maria-Fernanda","","","","DIGITAL EDUCATION REVIEW","DEC 2020","2020","","38","","","","23","41","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Factors Affecting Teachers Attitude towards Designing Virtual Learning Environment","Raman, Kumar; Othman, Norasmah; Affandi, Haryanti Mohd; Rawi, Indera Irawan Md","","","","ENVIRONMENT-BEHAVIOUR PROCEEDINGS JOURNAL","DEC 2020","2020","5","","","","3","173","179","","10.21834/ebpj.v5iSI3.2560","5th International Conference on Science and Social Research (CSSR)","DEC 05-06, 2018","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Analysis of (IaaS) Cloud Computing Security Issues Concerning Websites, Moodle eLMS as an Example","Elmaghrabi, Azza Yousif; Badawi, Maria Altaib","","","","INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITY","NOV 30 2020","2020","20","11","","","","1","8","","10.22937/IJCSNS.2020.20.11.1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of the Austrian Society for Child and Adolescent Psychiatry and Psychotherapeutic Medicine: results of a member survey","Thun-Hohenstein, Leonhard; Ecker, B.","","","","NEUROPSYCHIATRIE","MAR 2021","2021","35","1","","","","1","8","","10.1007/s40211-020-00381-7","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Developing theory from practice: A case study in civil engineering airport design problem-based learning","Pasandin, Ana M. R.; Perez, Ignacio P.","","","","COMPUTER APPLICATIONS IN ENGINEERING EDUCATION","","2020","","","","","","","","","10.1002/cae.22364","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ADVANTAGES OF THE MOODLE PLATFORM FOR TEACHING MATHEMATIC AT THE UNIVERSITY OF CIENFUEGOS","Cortes Cortes, Manuel E.; Cortes Iglesias, Manuel; Medina Mendieta, Juan Felipe; Manzano Cabrera, Marianelis; Leon Gonzalez, Jorge Luis","","","","REVISTA UNIVERSIDAD Y SOCIEDAD","NOV-DEC 2020","2020","12","6","","","","240","245","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Towards a Standardization of Learning Behavior Indicators in Virtual Environments","Maraza-Quispe, Benjamin; Melina, Olga; Choquehuanca-Quispe, Walter; Caytuiro-Silva, Nicolas; Herrera-Quispe, Jose","","","","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS","NOV 2020","2020","11","11","","","","146","152","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The French Language Olympiad: Promoting language and culture learning","Meristo, Merilyn","","","","JOURNAL OF LANGUAGE AND CULTURAL EDUCATION","NOV 2020","2020","8","2","","","","39","52","","10.2478/jolace-2020-0012","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E-Learning in Professional Education","Saprykin, Vladimir P.; Kirillova, Inna K.; Bessonova, Elena, V; Vezetiu, Ekaterina V.; Vaganova, Olga, I","","","","INTERNATIONAL JOURNAL OF APPLIED EXERCISE PHYSIOLOGY","NOV 2020","2020","9","11","","","","40","47","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lecture-Free Classroom: Fully Active Learning on Moodle","Shoufan, Abdulhadi","","","","IEEE TRANSACTIONS ON EDUCATION","NOV 2020","2020","63","4","","","","314","321","","10.1109/TE.2020.2989921","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Organization of Ongoing and Final Control in Electronic Digital Format","Shushara, Tatyana, V; Vaganova, Olga, I; Chelnokova, Elena A.; Pluzhnikova, Elena A.; Smirnova, Zhanna, V","","","","INTERNATIONAL JOURNAL OF APPLIED EXERCISE PHYSIOLOGY","NOV 2020","2020","9","11","","","","76","82","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Individualization of the Digital Educational Process","Vovk, Ekaterina V.; Vaganova, Olga, I; Amchislaysky, Evgeniya Yu; Chelnokova, Elena A.; Sergeeva, Marina G.","","","","INTERNATIONAL JOURNAL OF APPLIED EXERCISE PHYSIOLOGY","NOV 2020","2020","9","11","","","","55","61","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Education in Academic Emergency Medicine During the COVID-19 Pandemic - Our Experience From an Ongoing Crisis","Mueller, Matthias; Schriefl, Christoph; Holzer, Michael; Roeggla, Martin; Laggner, Anton N.; Ettl, Florian","","","","FRONTIERS IN PUBLIC HEALTH","OCT 30 2020","2020","8","","","","","","","592503","10.3389/fpubh.2020.592503","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fostering teaching-learning through workplace based assessment in postgraduate chemical pathology residency program using virtual learning environment","Jafri, Lena; Siddiqui, Imran; Khan, Aysha Habib; Tariq, Muhammed; Effendi, Muhammad Umer Naeem; Naseem, Azra; Ahmed, Sibtain; Ghani, Farooq; Alidina, Shahnila; Shah, Nadir; Majid, Hafsa","","","","BMC MEDICAL EDUCATION","OCT 23 2020","2020","20","1","","","","","","383","10.1186/s12909-020-02299-8","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"How to Be a Virtual Author and Tutor Applying Educational Methodologies and Teaching Strategies Supported by Digital Tools and Resources?","Ivannova Ruiz-Rojas, Lena","","","","EDUCATION IN THE KNOWLEDGE SOCIETY","OCT 8 2020","2020","21","","","","","","","26","10.14201/eks.22805","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Improving Learning in Virtual Learning Environments Using Affective Pedagogical Agent","dos Santos Alencar, Marcio Aurelio; de Magalhaes Netto, Jose Francisco","","","","INTERNATIONAL JOURNAL OF DISTANCE EDUCATION TECHNOLOGIES","OCT-DEC 2020","2020","18","4","","","","1","16","","10.4018/IJDET.2020100101","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teachers' Perceptions about the Impact of Moodle in the Educational Field Considering Data Science","Salas-Rueda, Ricardo-Adan; Eslava-Cervantes, Ana-Libia; Prieto-Larios, Estefania","","","","ONLINE JOURNAL OF COMMUNICATION AND MEDIA TECHNOLOGIES","OCT 2020","2020","10","4","","","","","","e202023","10.30935/ojcmt/8498","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LTI-Connections Between Learning Management Systems and Gaming Platforms: Integrating a Serious-Game Prototype Into Moodle Courses","Winterhagen, Michael; Salman, Munir; Then, Matthias; Wallenborn, Benjamin; Neuber, Tobias; Heutelbeck, Dominic; Fuchs, Michael; Hemmje, Matthias","","","","JOURNAL OF INFORMATION TECHNOLOGY RESEARCH","OCT-DEC 2020","2020","13","4","","","","47","62","","10.4018/JITR.2020100104","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A new local causal learning algorithm applied in learning analytics","de Carvalho, Walisson Ferreira; Zarate, Luis Enrique","","","","INTERNATIONAL JOURNAL OF INFORMATION AND LEARNING TECHNOLOGY","JAN 4 2021","2021","38","1","","","SI","103","115","","10.1108/IJILT-04-2020-0046","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evaluations in the Moodle-Mediated Music Teaching-Learning Environment","Espigares-Pinazo, Manuel J.; Bautista-Vallejo, Jose M.; Garcia-Carmona, Marina","","","","TECHNOLOGY KNOWLEDGE AND LEARNING","","2020","","","","","","","","","10.1007/s10758-020-09468-0","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Behind the scenes of educational data mining","Feldman-Maggor, Yael; Barhoom, Sagiv; Blonder, Ron; Tuvi-Arad, Inbal","","","","EDUCATION AND INFORMATION TECHNOLOGIES","MAR 2021","2021","26","2","","","","1455","1470","","10.1007/s10639-020-10309-x","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A common model for tracking student learning and knowledge acquisition in different e-Learning platforms","Grubisic, Ani; Zitko, Branko; Stankov, Slavomir; Saric-Grgic, Ines; Gaspar, Angelina; Tomas, Suzana; Brajkovic, Emil; Volaric, Tomislav; Vasic, Daniel; Dodaj, Arta","","","","JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY","SEP 2020","2020","16","3","","","","10","23","","10.20368/1971-8829/1135235","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B-LEARNING AND MOODLE AS A STRATEGY IN UNIVERSITY EDUCATION","Juca Maldonado, Fernando; Carri Gonzalez, Jorge; Juca Abril, Axel","","","","REVISTA CONRADO","SEP-OCT 2020","2020","16","76","","","","215","220","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The usability perceived by the teachers of distance vocational training in Balearics islands","Lirola Sabater, Francisco Ramon; Perez Garcias, Adolfina","","","","PIXEL-BIT- REVISTA DE MEDIOS Y EDUCACION","SEP 2020","2020","","59","","","","183","200","","10.12795/pixelbit.76299","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"eLearning approach for capacity strengthening of health professionals in Guinea: a post-Ebola experience","Millimouno, Tamba Mina; Delamou, Alexandre; Kourouma, Karifa; Kolie, Jean Michel; Manet, Hawa; Balde, Aissatou Thoupia; Beavogui, Abdoul Habib; Roegiers, Sara; Garcia, Marlon; Tsunami, Carlos Kiyan; Van Damme, Wim; Delvaux, Therese","","","","SANTE PUBLIQUE","SEP-DEC 2020","2020","32","5-6","","","","537","548","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gamified E-learning in medical terminology: the TERMInator tool","Seidlein, Anna-Henrikje; Bettin, Hartmut; Franikowski, Philipp; Salloch, Sabine","","","","BMC MEDICAL EDUCATION","AUG 28 2020","2020","20","1","","","","","","284","10.1186/s12909-020-02204-3","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Modeling the effects of mastery measurements in a digital formative assessment system with a Bayesian network","Maier, Uwe","","","","ZEITSCHRIFT FUR ERZIEHUNGSWISSENSCHAFT","AUG 2020","2020","23","4","","","","769","791","","10.1007/s11618-020-00958-6","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effectiveness of blending E-learning with field trip on Chinese herbal medicine education: quasi-experimental study","Li, Lei; Tam, Chi Wing; Wang, Ning; Cheung, Fan; Zhou, Qing; Zhang, Cheng; Cheng, Chien-shan; Xiong, Lei; Feng, Yibin","","","","BMC COMPLEMENTARY MEDICINE AND THERAPIES","AUG 10 2020","2020","20","1","","","","","","248","10.1186/s12906-020-03034-y","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levels of Moodle Use to Support University Face-to-Face Teaching","Esnaola-Arribillaga, Iratxe; Bezanilla, Maria Jose","","","","IEEE REVISTA IBEROAMERICANA DE TECNOLOGIAS DEL APRENDIZAJE-IEEE RITA","AUG 2020","2020","15","3","","","","129","137","","10.1109/RITA.2020.3008376","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The "Training Firm" as a Way of Implementing a System- and Activity-Based Approach to Teaching in Higher Education Institutions","Gareyeva, Elvira A.; Dubinina, Elvira, V","","","","TOMSK STATE UNIVERSITY JOURNAL","AUG 2020","2020","","457","","","","175","186","","10.17223/15617793/457/21","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
