moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"MaxWhere VR-Learning Improves Effectiveness over Clasiccal Tools of e-learning","Lampert, Balint; Pongracz, Attila; Sipos, Judit; Vehrer, Adel; Horvath, Ildiko","","","","ACTA POLYTECHNICA HUNGARICA","2018","2018","15","3","","","SI","125","147","","10.12700/APH.15.3.2018.3.8","","","84","21.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","38","33","2"
"OpenTOSCA - A Runtime for TOSCA-Based Cloud Applications","Binz, Tobias; Breitenbuecher, Uwe; Haupt, Florian; Kopp, Oliver; Leymann, Frank; Nowak, Alexander; Wagner, Sebastian","","","Basu, S; Pautasso, C; Zhang, L; Fu, X","SERVICE-ORIENTED COMPUTING, ICSOC 2013","2013","2013","8274","","","","","692","695","","","11th International Conference on Service Oriented Computing (ICSOC)","DEC 02-05, 2013","83","9.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","13","15","13","10","12","5"
"Using Wiki in teacher education: Impact on knowledge management processes and student satisfaction","Biasutti, Michele; EL-Deghaidy, Heba","","","","COMPUTERS & EDUCATION","NOV 2012","2012","59","3","","","","861","872","","10.1016/j.compedu.2012.04.009","","","81","8.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","9","11","10","10","13","6","9","5"
"Using computer supported collaborative learning strategies for helping students acquire self-regulated problem-solving skills in mathematics","Lazakidou, Georgia; Retalis, Symeon","","","","COMPUTERS & EDUCATION","JAN 2010","2010","54","1","","","","3","13","","10.1016/j.compedu.2009.02.020","","","81","6.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","9","5","6","8","7","7","9","11","7","4"
"An alternate reality game for language learning: ARGuing for multilingual motivation","Connolly, Thomas M.; Stansfield, Mark; Hainey, Thomas","","","","COMPUTERS & EDUCATION","AUG 2011","2011","57","1","","","","1389","1415","","10.1016/j.compedu.2011.01.009","","","80","7.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","10","6","9","6","10","10","8","6","4"
"Open and Low-Cost Virtual and Remote Labs on Control Engineering","Saenz, Jacobo; Chacon, Jesus; De La Torre, Luis; Visioli, Antonio; Dormido, Sebastian","","","","IEEE ACCESS","2015","2015","3","","","","","805","814","","10.1109/ACCESS.2015.2442613","","","76","10.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","8","17","22","12","5"
"An Empirical Study Of Virtual Learning Environment Adoption Using UTAUT","Sumak, Bostjan; Polancic, Gregor; Hericko, Marjan","","","Gadomski, AM; Kramer, AM; Lester, CY; Popescu, M","SECOND INTERNATIONAL CONFERENCE ON MOBILE, HYBRID, AND ON-LINE LEARNING (ELML 2010)","2010","2010","","","","","","17","22","","10.1109/eLmL.2010.11","2nd International Conference on Mobile, Hybrid, and On-Line Learning","FEB 10-16, 2010","76","6.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","4","12","10","7","19","12","6"
"Modular approach to teaching PID control","Huba, Mikulas; Simunek, Miroslav","","","","IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS","DEC 2007","2007","54","6","","","","3112","3121","","10.1109/TIE.2007.907024","","","76","5.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","12","7","2","8","7","13","7","6","1","4","1","1","3"
"A system for knowledge discovery in e-learning environments within the European Higher Education Area - Application to student data from Open University of Madrid, UDIMA","Lara, Juan A.; Lizcano, David; Martinez, Maria A.; Pazos, Juan; Riera, Teresa","","","","COMPUTERS & EDUCATION","MAR 2014","2014","72","","","","","23","36","","10.1016/j.compedu.2013.10.009","","","68","8.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","9","12","10","17","12","3"
"The use of Moodle e-learning platform: a study in a Portuguese University","Costa, Carolina; Alvelos, Helena; Teixeira, Leonor","","","Varajao, J; Cunha, M; Yetton, P; Rijo, R","4TH CONFERENCE OF ENTERPRISE INFORMATION SYSTEMS - ALIGNING TECHNOLOGY, ORGANIZATIONS AND PEOPLE (CENTERIS 2012)","2012","2012","5","","","","","334","343","","10.1016/j.protcy.2012.09.037","4th Conference on ENTERprise Information Systems (CENTERIS) - Aligning Technology, Organizations and People / International Conference on Health and Social Care Information Systems and Technologies (HCIST)","OCT 03-05, 2012","67","6.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","5","8","9","11","10","13","5"
"Providing Adaptivity in Moodle LMS Courses","Despotovic-Zrakic, Marijana; Markovic, Aleksandar; Bogdanovic, Zorica; Barac, Dusan; Krco, Srdjan","","","","EDUCATIONAL TECHNOLOGY & SOCIETY","JAN 2012","2012","15","1","","","","326","338","","","","","64","6.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","5","12","6","10","6","8","4","2"
"Implementation of training programs in self-regulated learning strategies in Moodle format: Results of a experience in higher education","Carlos Nunez, Jose; Cerezo, Rebeca; Bernardo, Ana; Rosario, Pedro; Valle, Antonio; Fernandez, Estrella; Suarez, Natalia","","","","PSICOTHEMA","MAY 2011","2011","23","2","","","","274","281","","","","","64","5.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","12","8","5","12","6","7","6","0"
"Perceived Usability Evaluation of Learning Management Systems: Empirical Evaluation of the System Usability Scale","Orfanou, Konstantina; Tselios, Nikolaos; Katsanos, Christos","","","","INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING","APR 2015","2015","16","2","","","","227","246","","","","","63","9.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","10","8","16","17","8"
"Filling in the gaps: Linking theory and practice through telecollaboration in teacher education","Dooly, Melinda; Sadler, Randall","","","","RECALL","JAN 2013","2013","25","","1","","","4","29","","10.1017/S0958344012000237","","","63","7.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","15","12","7","7","11","4"
"Towards a quality model of technical aspects for mobile learning services: An empirical investigation","Sarrab, Mohamed; Elbasir, Mahmoud; Alnaeli, Saleh","","","","COMPUTERS IN HUMAN BEHAVIOR","FEB 2016","2016","55","","A","","","100","112","","10.1016/j.chb.2015.09.003","","","62","10.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","16","10","10","10"
"Methodologies to Improve Communication in Virtual Learning Environments","Salmeron, Honorio; Rodriguez, Sonia; Gutierrez, Calixto","","","","COMUNICAR","MAR 1 2010","2010","17","34","","","","163","171","","10.3916/C34-2010-03-16","","","62","5.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","8","4","7","10","6","7","3","4","6","2"
"The Ball and Beam System: A Case Study of Virtual and Remote Lab Enhancement With Moodle","de la Torre, Luis; Guinaldo, Maria; Heradio, Ruben; Dormido, Sebastian","","","","IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS","AUG 2015","2015","11","4","","","","934","945","","10.1109/TII.2015.2443721","","","61","8.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10","11","10","11","10","3"
"Project-Based Learning and Rubrics in the Teaching of Power Supplies and Photovoltaic Electricity","Martinez, Fernando; Carlos Herrero, Luis; de Pablo, Santiago","","","","IEEE TRANSACTIONS ON EDUCATION","FEB 2011","2011","54","1","","","","87","96","","10.1109/TE.2010.2044506","","","60","5.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","6","3","7","11","5","4","8","5","0"
"Moodle: The cost effective solution for internet cognitive behavioral therapy (I-CBT) interventions","Zhang, Melvyn W. B.; Ho, Roger C. M.","","","","TECHNOLOGY AND HEALTH CARE","2017","2017","25","1","","","","163","165","","10.3233/THC-161261","","","59","11.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","6","46"
"Evolutionary algorithms for subgroup discovery in e-learning: A practical application using Moodle data","Romero, C.; Gonzalez, P.; Ventura, S.; del Jesus, M. J.; Herrera, F.","","","","EXPERT SYSTEMS WITH APPLICATIONS","MAR 2009","2009","36","2","1","","","1632","1644","","10.1016/j.eswa.2007.11.026","","","59","4.54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","5","8","3","5","3","8","5","7","4","1","1"
"Exploring user satisfaction for e-learning systems via usage-based metrics and system usability scale analysis","Harrati, Nouzha; Bouchrika, Imed; Tani, Abdelkamel; Ladjailia, Ammar","","","","COMPUTERS IN HUMAN BEHAVIOR","AUG 2016","2016","61","","","","","463","471","","10.1016/j.chb.2016.03.051","","","57","9.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","10","15","17","9"
"Combination of machine learning algorithms for recommendation of courses in E-Learning System based on historical data","Aher, Sunita B.; Lobo, L. M. R. J.","","","","KNOWLEDGE-BASED SYSTEMS","OCT 2013","2013","51","","","","","1","14","","10.1016/j.knosys.2013.04.015","","","56","6.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","8","13","6","9","8","8"
"Providing Collaborative Support to Virtual and Remote Laboratories","de la Torre, Luis; Heradio, Ruben; Jara, Carlos A.; Sanchez, Jose; Dormido, Sebastian; Torres, Fernando; Candelas, Francisco A.","","","","IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES","OCT-DEC 2013","2013","6","4","","","","312","323","","10.1109/TLT.2013.20","","","56","6.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","14","6","9","5","3","4"
"Students' perceptions of Blackboard and Moodle in a Portuguese university","Carvalho, Ana; Areal, Nelson; Silva, Joaquim","","","","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","SEP 2011","2011","42","5","","","","824","841","","10.1111/j.1467-8535.2010.01097.x","","","56","5.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","2","5","6","11","6","8","6","2"
"Student perception of Moodle learning management system: a satisfaction and significance analysis","Horvat, Ana; Dobrota, Marina; Krsmanovic, Maja; Cudanov, Mladen","","","","INTERACTIVE LEARNING ENVIRONMENTS","JUL 4 2015","2015","23","4","","","","515","527","","10.1080/10494820.2013.788033","","","55","7.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","6","8","9","11","13","4"
"Integrating an open-source course management system (Moodle) into the teaching of a first-year medical physiology course: a case study","Seluakumaran, Kumar; Jusof, Felicita Fedelis; Ismail, Rosnah; Husain, Ruby","","","","ADVANCES IN PHYSIOLOGY EDUCATION","DEC 2011","2011","35","4","","","","369","377","","10.1152/advan.00008.2011","","","55","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","8","8","5","8","5","4","5","4","4"
