moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Creation of e-Courses in English for Students of Production Technology","Gluchmanova, Marta","","","","TEM JOURNAL-TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS","AUG 2017","2017","6","3","","","","613","617","","10.18421/TEM63-25","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Real-Time Analysis of Students' Activities on an E-Learning Platform based on Apache Spark","Chaffai, Abdelmajid; Hassouni, Larbi; Anoun, Houda","","","","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS","JUL 2017","2017","8","7","","","","101","109","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Innovation in preregistration midwifery education: Web based interactive storytelling learning","Scamell, Mandie; Hanley, Thomas","","","","MIDWIFERY","JUL 2017","2017","50","","","","","93","98","","10.1016/j.midw.2017.03.016","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Self-expression and discourse continuity in a multilevel EUD environment: The case of moodle","Espindola, Luciana da Silveira; Silveira, Milene Selbach","","","","JOURNAL OF VISUAL LANGUAGES AND COMPUTING","JUN 2017","2017","40","","","","SI","36","50","","10.1016/j.jvlc.2017.04.003","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Representational model on Moodle's activity: learning styles and navigation strategies","Meza-Fernandez, Sandra; Sepulveda-Sariego, Agustin","","","","INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION","JUN 1 2017","2017","14","","","","","","","","10.1186/s41239-017-0052-3","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"Engineering Final Project Supervised in an Adaptive Way With Moodle Support","Esteban-Escano, Javier; Lucia Esteban-Sanchez, Ana; Luisa Sein-Echaluce, Maria","","","","IEEE REVISTA IBEROAMERICANA DE TECNOLOGIAS DEL APRENDIZAJE-IEEE RITA","FEB 2017","2017","12","1","","","","10","16","","10.1109/RITA.2017.2655178","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"Determination of time criteria for assessment in Learning Management Systems","Alajbeg, Trpimir; Sokele, Mladen; Simovic, Vladimir","","","Biljanovic, P; Koricic, M; Skala, K; Grbac, TG; CicinSain, M; Sruk, V; Ribaric, S; Gros, S; Vrdoljak, B; Mauher, M; Tijan, E; Hormot, F","2017 40TH INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS (MIPRO)","2017","2017","","","","","","910","914","","","40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","MAY 22-26, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"USING VIDEO LECTURES IN E-LEARNING PLATFORM TO IMPROVE PHYSICS TEACHING AT UNIVERSITY LEVEL","Amendola, D.; Perali, A.; Vitali, D.","","","Chova, LG; Martinez, AL; Torres, IC","9TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES (EDULEARN17)","2017","2017","","","","","","10018","10024","","","9th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 03-05, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"Restless Millennials in Higher Education - A New Perspective on Knowledge Management and Its Dissemination Using IT in Academia","Au-Yong-Oliveira, Manuel; Goncalves, Ramiro","","","Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S","RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2","2017","2017","570","","","","","908","920","","10.1007/978-3-319-56538-5_90","World Conference on Information Systems and Technologies (WorldCIST)","APR 11-13, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Innovative Learning Analytics Research at a Data-Driven HEI","Azcona, David; Corrigan, Owen; Scanlon, Philip; Smeaton, Alan F.","","","Soria, JDI; Vela, MCV; DeLa Poza, E; Blazquez, D","PROCEEDINGS OF THE HEAD'17 - 3RD INTERNATIONAL CONFERENCE ON HIGHER EDUCATION ADVANCES","2017","2017","","","","","","435","443","","10.4995/HEAd17.2017.5245","3rd International Conference on Higher Education Advances (HEAd)","JUN 21-23, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"How Do Mathematics Teachers in Higher Education Look at E-assessment with Multiple-Choice Questions","Azevedo, Jose Manuel; Oliveira, Ema Patricia; Beites, Patricia Damas","","","Escudeiro, P; Costagliola, G; Zvacek, S; Uhomoibhi, J; McLaren, BM","PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION (CSEDU), VOL 2","2017","2017","","","","","","137","145","","10.5220/0006324801370145","9th International Conference on Computer Supported Education (CSEDU)","APR 21-23, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"Software Product Line to Express Variability in E-Learning Process","Azouzi, Sameh; Ghannouchi, Sonia Ayachi; Brahmi, Zaki","","","Themistocleous, M; Morabito, V","INFORMATION SYSTEMS, EMCIS 2017","2017","2017","299","","","","","173","185","","10.1007/978-3-319-65930-5_14","14th European, Mediterranean, and Middle Eastern Conference (EMCIS)","SEP 07-08, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"FORMATIVE ASSESSMENT IN HIGHER EDUCATION: DETECTION AND IMPROVEMENT ON LEARNING LEVEL","Babo, Lurdes; Azevedo, Jose; Torres, Cristina; Lopes, Ana Paula","","","Chova, LG; Martinez, AL; Torres, IC","9TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES (EDULEARN17)","2017","2017","","","","","","862","870","","","9th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 03-05, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"MODELLING A UNIVERSITY LEARNING CONTEXT IN BLENDED LEARNING. A CASE STUDY BASED ON ADULT EDUCATORS TRAINEESHIP PROGRAM","Barioglio, Marina; Galimberti, Andrea; Gabacorti-Passerini, M. Benedetta; Morgigno, Tania; Palmieri, Cristina","","","Chova, LG; Martinez, AL; Torres, IC","9TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES (EDULEARN17)","2017","2017","","","","","","3135","3139","","","9th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 03-05, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Personalisation of a Moodle Course From Student's Perspective","Bradac, Vladimir; Simik, Marek; Kotyrba, Martin; Volna, Eva","","","Mesquita, A; Peres, P","PROCEEDINGS OF THE 16TH EUROPEAN CONFERENCE ON E-LEARNING (ECEL 2017)","2017","2017","","","","","","70","77","","","16th European Conference on e-Learning (ECEL)","OCT 26-27, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Development of a Software Vulnerability Prediction Web Service Based on Artificial Neural Networks","Catal, Cagatay; Akbulut, Akhan; Ekenoglu, Ecem; Alemdaroglu, Meltem","","","Kang, U; Lim, EP; Yu, JX; Moon, YS","TRENDS AND APPLICATIONS IN KNOWLEDGE DISCOVERY AND DATA MINING, 2017","2017","2017","10526","","","","","59","67","","10.1007/978-3-319-67274-8_6","21st Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD)","MAY 23-23, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Transitioning from Blackboard to Moodle amidst Natural Disaster: Faculty and Students Perceptions","Ekuase-Anwansedo, Ajayi; Noguera, Jose; Dumas, Brandon","","","","PROCEEDINGS OF THE 2017 ACM ANNUAL CONFERENCE ON SIGUCCS (SIGUCCS' 17)","2017","2017","","","","","","19","22","","10.1145/3123458.3123467","45th ACM Annual Conference on SIGUCCS (SIGUCCS)","OCT 01-04, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Evaluation of online assignments and quizzes using Bayesian Networks","Ettarres, Yamna","","","Popescu, E; Kinshuk; Khribi, MK; Huang, R; Jemni, M; Chen, NS; Sampson, DG","INNOVATIONS IN SMART LEARNING","2017","2017","","","","","","39","44","","10.1007/978-981-10-2419-1_7","International Conference on Smart Learning Environments (ICSLE)","SEP 28-30, 2016","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Moodle Plugins for Quiz Generation using Genetic Algorithm","Fakhrusy, Muhammad Rian; Widyani, Yani","","","","PROCEEDINGS OF 2017 INTERNATIONAL CONFERENCE ON DATA AND SOFTWARE ENGINEERING (ICODSE)","2017","2017","","","","","","","","","","4th International Conference on Data and Software Engineering (ICoDSE)","NOV 01-02, 2017","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Teaching Specialized Translation. Error-tagged Translation Learner Corpora","Fictumova, Jarmila; Obrusnik, Adam; Stepankova, Kristyna","","","","SENDEBAR-REVISTA DE TRADUCCION E INTERPRETACION","JAN-DEC 2017","2017","","28","","","","209","241","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Students' Perception of the Importance of Facial Authentication Software in Moodle Tools","Guillen-Gamez, Francisco D.; Bravo-Agapito, Javier; Garcia-Magarino, Ivan","","","","INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION","2017","2017","33","1","A","","","84","90","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
